name,milk,crust,origin,senses,pairings,similarities
Tomme fermière ancestrale,Vache,Pressée non cuite,Provenance : Grand EstProducteur : Fromagerie Frech% Matière Grasse/Poids Total : 31 %Lait : Lait cru de vache,"['Oeil: Croûte jaune paille à orangée, lisse, brillante. Pâte homogène, de couleur ivoire.', 'Nez : très parfumé', 'Gout : Goût généreux et typé avec des saveurs florales et légèrement épicées', 'Toucher : Pâte tendre et ferme à la fois']",[<p>La Tomme fermière aux fleurs de printemps s’accompagne d’un Vin blanc fruité de Savoie.</p>],"['Tomme fermière au Foin', 'Raclette Fumée', 'Morbier AOP 100jours', 'Tête de Moine entière']"
Tomme fermière aux fleurs,Vache,Pressée non cuite,Provenance : Grand EstLait : Lait cru de vacheProducteur : Le Ribeaupierre,"['Oeil : pâte brune contenant des orties', 'Nez : Odeur de foin fraîchement coupé', 'Gout : Doux avec un goût de noisette légèrement salé', 'Toucher : Texture onctueuse']",[<p>Cette tomme se marie très bien avec un vin rouge.</p>],"['Tomme du Jura', 'Tête de Moine entière', 'Bethmale', 'Saint Marcellin fermier IGP']"
Tomme fermière aux orties,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Cave d'Affinage de SavoieLait : Lait cru de vache% Matière Grasse/Poids Total : 28 %,"['Oeil : Couleur Brune à grise', 'Nez : Noix et épices', 'Gout : Franc aux arômes boisés un peu amère au fil du temps', 'Toucher : sèche']","[<p>La Tomme Fermière d’Alpage s’accompagne d’un vin blanc de Savoie, type Aprement ou Chignin.</p>]","['Gouda Fermier Vieux 12-18 Mois', 'Tomme Ail des Ours', 'St-Nectaire Fermier AOP', 'Bethmale']"
Tomme fermière d’Alpage céronnée,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Schmidhauser% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vache,"['Oeil: Croûte blanche-jaunâtre', 'Nez : goût fruité', 'Gout : Saveur de noisette et goût proche du St-Nectaire, avec une texture plus ferme', 'Toucher : Pâte ferme']",[<p>La Tomme Fermière Montagne d’Auvergne s’accompagne d’un vin rouge léger et fruité.</p>],"['Mimolette', 'Tomme de Yenne', 'Tomme de Tarentaise fermière', 'Reblochon Fermier AOP entier']"
Tomme fermière de Montagne,Vache,Pressée non cuite,Provenance : BretagneProducteur : Dominique Nourry% Matière Grasse/Poids Total : 26 %Lait : Lait cru de vache,"['Oeil :  Croûte semi épaisse à belle fleur grise ou blanche, coupe franche', 'Nez :  Légère odeur de foin.', 'Gout : Saveur poivrée et lactée', 'Toucher : Pâte mi-ferme, fine et homogène, pouvant présenter quelques aspérités']","[<p style=""text-align: justify;"">La tomme se déguste le plus couramment en fin de repas mais peut aussi faire partie du petit déjeuner. Suivant les goûts, on la choisira jeune ou mi affinées.</p>, <p style=""text-align: justify;"">Les vins de Loire, rouges ou blancs (plutôt tendre dans ce cas la), l’accompagnent harmonieusement mais un cidre fermier de Bretagne mettra toutes ses saveurs en avant.</p>]","['Saint-Félicien fermier', 'Tomme de Brebis des Pyrénées', 'Saint Marcellin fermier IGP', 'Tomme de Tarentaise fermière']"
Tomme fermière du pigeon blanc,Chèvre,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Fromagerie Paccard% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vache,"['Oeil: Croûte rustique', 'Nez : parfumée', 'Gout : Doux avec une pointe d’acidité jeune, devient un peu plus puissante et rustique après affinage', 'Toucher : Pâte tendre']",[<p>La Tomme Fermière produite à Manigod s’accompagne d’un vin blanc tel qu’un Chignin de Savoie.</p>],"['Tomme de Brebis des Pyrénées', 'Morbier AOP 100jours', 'Tomme de Yenne', 'Tomme Ail des Ours']"
Tomme fermière Savoyarde,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 29 %Lait : Lait cru de vache,"['Oeil : Croûte brune', 'Nez : Odeur de “fumée” assez prononcée', 'Goût : Notes subtilement acidulées, délicatement beurrées', 'Toucher : tendre et moelleuse']","[<p>La Tomme fumée doit se déguster avec un Gamay rouge de Savoie, comme le Jongnieux.</p>]","['Raclette Fumée', 'Tome des Bauges AOP', 'Saint Marcellin fermier IGP', 'Raclette de Savoie artisanale IGP']"
Tomme fumée,Vache,Pressée non cuite,Lait : Lait pasteurisé de BrebisProvenance : Nouvelle AquitaineProducteur : Matocq,"['Oeil : pâte claire', 'Nez : typé', 'Gout : corsé', 'Toucher : pâte ferme']",[<p>Accompagnez cette tomme d’un vin blanc doux ou moelleux du Sud-Ouest.</p>],"['Morbier AOP 100jours', 'Gouda Fermier Vieux 12-18 Mois', 'Gouda au Cumin Fermier', 'Tête de Moine entière']"
Tomme Kaïkou,Vache,Pressée non cuite,"Provenance : Nouvelle AquitaineLait : Lait cru de brebis, Lait cru de chèvre","['Oeil : croûte foncée et pâte jaune', 'Nez : subtil de chèvre', 'Goût : arômes de paille', 'Toucher : pâte sèche et croûte ferme']",[<p>Le Mixte Chèvre-Brebis s’accompagne d’un vin blanc tel qu’un Viognier ou un Jurançon blanc.</p>],"['Morbier AOP 100jours', 'Tomme Ail des Ours', 'Tome des Bauges AOP', 'Bouton de Culotte fermier']"
Tomme mixte Chèvre-Brebis,Chèvre Brebis,Pressée non cuite,"Provenance : Nouvelle AquitaineProducteur : Marion et Emmanuel OSSINIRILait : Lait cru de brebis, Lait cru de vache% Matière Grasse/Poids Total : 32 %","['Oeil : Croûte naturelle de couleur hêtre clair', 'Nez : Léger', 'Gout : Saveur douce et fruitée', 'Toucher : Pâte souple et lisse']",[<p>Associez la avec un Gaillac ou Cahors (rouges) ou un Chasselas de Savoie (blanc).</p>],"['Raclette de Savoie artisanale IGP', 'Gouda au Cumin Fermier', 'Raclette Fumée', 'Bethmale']"
Tomme mixte Vache-Brebis du Béarn,Vache Brebis,Pressée non cuite,Provenance : ItalieLait : Lait pasteurisé de Vache% Matière Grasse/Poids Total : 27 %,"['Oeil : Pâte de couleur blanche à jaune avec de petits trous', 'Nez : Notes de beurre et de pain', 'Gout : Affiné en cave elle possède un goût harmonieux.', 'Toucher : Pâte douce, mais ferme']","[<p style=""text-align: justify;"">La Tomme Piémontaise s’accompagne d’un vin blanc sec (Chardonnay) ou vin rouge léger comme un Barbera del Monferrato. </p>]","['Tomme Ail des Ours', 'Gouda au Cumin Fermier', 'Cantal AOP Entre-Deux fermier', 'Salers AOP']"
Tomme Piémontaise,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 31 %Lait : Lait pasteurisé de Vache,"['Oeil :  fromage jeune', 'Nez :  Légère odeur de foin', 'Gout : doux et fruité. Note légèrement épicée', 'Toucher : Pâte fondante']","[<p>Vin rouge léger, tel qu’un Côte de Tourgues de Thongue</p>]","['Tome des Bauges AOP', 'Mimolette', 'St-Nectaire Fermier AOP', 'Tomme Ail des Ours']"
Tomme tradition au Poivre,Vache,Pressée non cuite,Provenance : Pays de la Loire% Matière Grasse/Poids Total : 24 %Lait : Lait thermisé de brebis,"['Oeil : Croûte orangée/marron avec une pâte ivoire persillée de moisissures bleues', 'Nez : Odeur prononcée', 'Goût : Fondant, goût doux et fin avec une saveur franche aux arômes de brebis mais sans amertume', 'Toucher : onctueux']",[<p>Le Bleu de Brebis s’accompagne très bien d’un vin blanc tel qu’un Jurançon blanc aux vendanges tardives.</p>],"['Fourme d’Ambert AOP', 'Bleu de Chèvre', 'Fourme de Montbrison AOP', 'Tomme de Brebis des Pyrénées']"
Tommette bleue de Brebis,Brebis,Persillée,Provenance : Auvergne_Rhône-AlpesLait : Lait cru de chèvre,"['Oeil: croûte légèrement céronnée', 'Nez : Arôme typique de noix et d’épices', 'Goût : Goût franc avec un peu d’amertume', 'Toucher : ferme']","[<p>La Tommette de Chèvre de Savoie s’accompagne d’un vin rouge tel qu’un Chignon, ou un Bergerac blanc.</p>]","['Tomme Ail des Ours', 'Calisson cendré de chèvre', 'Mimolette', 'St-Nectaire Fermier AOP']"
Tommette de Chèvre de Savoie,Chèvre,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Régine MissilierLait : Lait cru de vache% Matière Grasse/Poids Total : 22 %Particularité : Fermier,"['Oeil : croûte grise', 'Nez : Noix', 'Gout : Fruité mais légèrement acide et salé', 'Toucher : Pâte tendre']","[<p style=""text-align: justify;"">La Tommette de Missilier s’accompagne d’un vin blanc vif et léger, à base de Jacquère comme un Chignin jeune.</p>]","['Camembert de Normandie AOP', 'Saint Marcellin fermier IGP', 'Raclette Fumée', 'Salers AOP']"
Tommette de Missilier,Vache,Pressée non cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Régine MissilierLait : Lait cru de vache% Matière Grasse/Poids Total : 22 %Particularité : Fermier,"['Oeil : croûte grise', 'Nez : Noix', 'Gout : Fruité mais légèrement acide et salé', 'Toucher : Pâte tendre']","[<p style=""text-align: justify;"">La Tommette de Missilier s’accompagne d’un vin blanc vif et léger, à base de Jacquère comme un Chignin jeune.</p>]","['Camembert de Normandie AOP', 'Saint Marcellin fermier IGP', 'Raclette Fumée', 'Salers AOP']"
Tommette de Montagne,Vache,Pressée non cuite,Provenance : Bourgogne - Franche-Comté% Matière Grasse/Poids Total : 35 %Lait : Lait cru de vacheProducteur : Fromagerie Badoz,"['Oeil : pâte jaune pâle', 'Nez : Doux', 'Goût : fondante en bouche, goût beurré et fruité, devenant boisé et grillé avec l’affinage', 'Toucher : texture dense et pâte ferme']","[<p>La tomyère s’accompagne d’un vin blanc du Jura ou d’un vin rouge léger, par exemple de la Vallée de la Loire. </p>]","['Beaufort chalet alpage AOP', 'Camembert de Normandie AOP', 'Bleu de Gex AOP', 'Brillat-Savarin IGP']"
Tomyère,Vache,Pressée cuite,Provenance : Nouvelle AquitaineProducteur : Jean-François BANDET% Matière Grasse/Poids Total : MGNPLait : Lait cru de chèvreParticularité : Fermier,"['Oeil : Croûte cendré, coupe lisse', 'Nez : Odeur caprine', 'Gout : Goût frais de chèvre', 'Toucher : Texture onctueuse']",[<p>Le Tourret s’accompagne d’un Vin blanc sec tel qu’un Sancerre ou un Chinon blanc.</p>],"['Bouton de Culotte fermier', 'Rocamadour AOP Fermier', 'Calisson cendré de chèvre', 'Sainte-Maure de Touraine AOP']"
Tourret,Chèvre,Molle à croûte naturelle,,"['Oeil : croûte naturellement légèrement crémeuse', 'Nez : Odeur de paille sur la croûte', 'Goût : lacté pour sa crème. Agréable en bouche', 'Toucher : Texture fondante et crémeuse']","[<p>Le Tricorne se déguste avec un vin blanc, tel qu’un Chinon blanc.</p>]","['Saint-Félicien fermier', 'Sainte-Maure de Touraine AOP', 'Buchette de Chèvre cendrée', 'Crottin de Chavignol AOP']"
Tricorne,Chèvre,Molle à croûte naturelle,Provenance : Auvergne_Rhône-AlpesProducteur : Cave d'Affinage de Savoie% Matière Grasse/Poids Total : 24 %Lait : Lait cru de vacheParticularité : Fermier,"['Oeil : Croûte recouverte d’une mousse rosée', 'Nez : Arômes de résineux', 'Gout : Saveur de lait acidulé', 'Toucher : Pâte onctueuse']","[<p>Le Vacherin de la Tarentaise se savoure froid ou chaud. Il s’accompagne de vins blancs, tel qu’un Bergeron blanc de Savoie.</p>]","['Raclette Fumée', 'Vacherin – Mont d’Or AOP (Boite d’environ 500g)', 'Beaufort chalet alpage AOP', 'Tête de Moine entière']"
Vacherin de la Tarentaise,Vache,Molle à croûte lavée,Provenance : Auvergne_Rhône-Alpes% Matière Grasse/Poids Total : 24 %Lait : Lait cru de vacheProducteur : Fruitières Chabert,"['Oeil : Croûte recouverte d’une légère mousse blanche rosée.', 'Nez : Arômes de résineux.', 'Gout : Saveur de lait acidulé chaud.', 'Toucher : Pâte onctueuse']","[<p>Le Vacherin des Bauges se savoure froid ou chaud. Il s’accompagne de vins blancs, tel qu’un Bergeron blanc de Savoie.</p>]","['Tome des Bauges AOP', 'Saint Marcellin fermier IGP', 'Brillat-Savarin IGP', 'Munster fermier AOP 1/2']"
Vacherin des Bauges,Vache,Molle à croûte lavée,Provenance : SuisseProducteur : Suisse% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vacheLabel : Appellation d'Origine Protégée AOP,"['Oeil : croûte lisse', 'Nez : Odeur balsamique et de moisi', 'Goût : Intense, acidulé et résineux', 'Toucher : Texture souple']","[<p>Le Vacherin Fribourgeois se marie parfaitement aux vins de la région, comme un Fendant (Chasselas), du Valais ou Johannisberg (Sylvaner).</p>]","['St-Nectaire Fermier AOP', 'Raclette de Savoie artisanale IGP', 'Tomme d’Auvergne Mitée', 'Gouda Fermier Vieux 12-18 Mois']"
Vacherin Fribourgeois,Vache,Pressée non cuite,Provenance : SuisseProducteur : Suisse% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vacheLabel : Appellation d'Origine Protégée AOP,"['Oeil : croûte lisse', 'Nez : Odeur balsamique et de moisi', 'Goût : Intense, acidulé et résineux', 'Toucher : Texture souple']","[<p>Le Vacherin Fribourgeois se marie parfaitement aux vins de la région, comme un Fendant (Chasselas), du Valais ou Johannisberg (Sylvaner).</p>]","['St-Nectaire Fermier AOP', 'Raclette de Savoie artisanale IGP', 'Tomme d’Auvergne Mitée', 'Gouda Fermier Vieux 12-18 Mois']"
Vacherin Mont d’Or AOP,Vache,Molle à croûte lavée,Provenance : SuisseProducteur : Suisse% Matière Grasse/Poids Total : 28 %Lait : Lait cru de vacheLabel : Appellation d'Origine Protégée AOP,"['Oeil : croûte lisse', 'Nez : Odeur balsamique et de moisi', 'Goût : Intense, acidulé et résineux', 'Toucher : Texture souple']","[<p>Le Vacherin Fribourgeois se marie parfaitement aux vins de la région, comme un Fendant (Chasselas), du Valais ou Johannisberg (Sylvaner).</p>]","['St-Nectaire Fermier AOP', 'Raclette de Savoie artisanale IGP', 'Tomme d’Auvergne Mitée', 'Gouda Fermier Vieux 12-18 Mois']"
Vacherin Vaudois,Vache,Molle à croûte lavée,Provenance : SuisseLait : Lait cru de vacheProducteur : Laiterie Daniel Conod,"['Oeil : pâte très crémeuse, contenant 2 couches de cendre végétale et une croûte orangée.', 'Nez : Parfum franc avec une note d’épicéa.', 'Goût : Goût boisé, subtil avec des notes minérales.', 'Toucher : Pâte très moelleuse.']","[<p>Le vacherin vaudois se savoure froid, sur du pain, avec un vin blanc des Côtes du Jura ou un Crozes-Hermitages blancs.</p>]","['Bethmale', 'Vacherin – Mont d’Or AOP (Boite d’environ 500g)', 'Saint Marcellin fermier IGP', 'Pont l’Evêque AOP entier']"
Valençay,Chèvre,Molle à croûte naturelle,Provenance : Centre-Val de LoireLabel : Appellation d'Origine Protégée AOPLait : Lait cru de chèvreParticularité : Fermier,"['Oeil : Croûte Couleur gris bleuté.', 'Nez : Odeur de sous-bois et de paille.', 'Goût : ferme et fondant en bouche avec un goût lactique, noiseté et caprin.', 'Toucher : Pâte ferme et homogène.']","[<p style=""text-align: justify;"">Le Valençay est un fromage qui saura apporter du volume au plateau de fromages par sa forme exceptionnelle. Il peut également se déguster en fin de repas ou en apéritif. Quoi qu’il en soit, il peut être découpé comme un fromage rond, mais en portions fines et allongées. Par ailleurs, on aime l’accompagner avec un vin de son terroir, le Valençay blanc, rosé ou rouge. Le Touraine blanc, rosé ou rouge serait également parfait pour l’accompagner.</p>]","['Mothais sur feuille fermier', 'Saint Marcellin fermier IGP', 'Chabichou du Poitou AOP', 'Selles-sur-cher AOP fermier']"
Venise Verte,Vache,Molle à croûte lavée,Provenance : Pays de la Loire% Matière Grasse/Poids Total : 23 %Lait : Lait pasteurisé de VacheProducteur : Union Laitière de la Venise Verte,"['Œil : croûte orangée', 'Nez : Odeur soutenue', 'Gout : Goût légèrement épicé', 'Toucher : texture onctueuse']","[<p>La Venise Verte s’accompagne de vin blanc fruité, tel qu’un Pinot Gris d’Alsace ou un Sauvignon blanc.</p>]","['Maroilles fermier AOP 1/2', 'Bergues au torchon fermier', 'Raclette Fumée', 'Beaufort chalet alpage AOP']"
Vercorais,Vache,Pressée cuite,Provenance : Auvergne_Rhône-AlpesProducteur : Coopérative Vercors Lait% Matière Grasse/Poids Total : 35 %Lait : Lait cru de vache,"['Oeil : Pâte jaune pressée cuite.', 'Gout : Léger goût de noisette et fruité. (Affiné minimum 6 mois en cave)', 'Toucher : Texture ferme et friable.']",[<p>Le formage Vercorais ? On le déguste finement avec un St Joseph ou un Pinot Noir du Domaine de Maupas.</p>],"['Morbier AOP 100jours', 'Herve à la Bière', 'Parmesan DOP', 'Munster fermier AOP 1/2']"
Vieux Lille,Vache,Molle à croûte lavée,Producteur : Ferme du Château CourbetProvenance : Hauts-de-FranceLabel : Saveur en'Or% Matière Grasse/Poids Total : 26 %Lait : Lait cru de vacheParticularité : Fermier,"['Oeil : Croûte orangé homogène, lisse et brillante', 'Nez :  Fort bouquet ; odeur franche et caractéristique', 'Gout : Saveur corsée, d’une force agréable et sans outrance', 'Toucher : Pâte souple et onctueuse présentant un léger cœur']","[<p style=""text-align: justify;"">Le Vieux Lille se mange surtout en fin de repas.</p>, <p style=""text-align: justify;"">On l’accompagnera d’un vin rouge charpenté comme le Lalande−de−Pomerol ou, à la mode de la Thiérache, de bière ou de cidre du pays.</p>]","['Abondance AOP', 'Beaufort chalet alpage AOP', 'Tome des Bauges AOP', 'Raclette Fumée']"
Villageois blanc,Chèvre,Molle à croûte naturelle,Provenance : Nouvelle AquitaineProducteur : Fromagerie Le Villageois% Matière Grasse/Poids Total : 23 %Lait : Lait cru de chèvre,"['Oeil : Pâte molle à croûte naturelle.', 'Gout : Flore naturelle ondulée et fondante, goût lactique prononcé.']","[<p>La dégustation optimale d’un fromage se fait toujours avec un vin de qualité ! Afin de ressortir toute la saveur et le goût lactique de votre Villageois blanc, il vous faudra vous procurer le vin en parfait accord avec ce dernier. Vous pouvez opter pour le <span data-sheets-userformat='{""2"":14845,""3"":{""1"":0,""3"":1},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""14"":{""1"":2,""2"":0},""15"":""Calibri"",""16"":12}' data-sheets-value='{""1"":2,""2"":""Valençay blanc""}'>Valençay blanc, un vin blanc aux arômes fruités qui se marie parfaitement avec les saveurs du Villageois blanc.</span></p>]","['Pouligny-Saint-Pierre AOP fermier', 'Chabichou du Poitou AOP', 'Saint-Félicien fermier', 'Buchette de Chèvre cendrée']"
